Review Title,Negative Reviews,Positive Reviews,Rating,Stay Date,Review Date,Room Type,Number of Nights,Traveller Type,Overall Average Rating,Room amenities - positive,Room amenities - negative,Hotel amenities - positive,Hotel amenities - negative,Staff - positive,Staff - negative,Food and beverages - positive,Food and beverages - negative,Location - positive,Location - negative,PageRank Score
Very good,nothing,location,8.0,September 2023,30 September 2023,Small Room,1,Couple,8.3,0,0,0,0,0,0,0,0,1,0,0.000868082651808002
Very good,sauna,location,8.0,August 2022,17 August 2022,Small Room,3,Couple,8.3,0,0,0,0,0,0,0,0,1,0,0.000868082651808002
Very good,,great location,8.0,December 2021,8 February 2022,Superior Room with Sea View,4,Group,8.3,0,0,0,0,0,0,0,0,1,0,0.000868082651808002
Walk to most tourist sights.,,"Great standard American style hotel for Tromso, nice and central.",9.0,August 2023,11 September 2023,Standard Room,2,Couple,8.3,0,0,0,0,0,0,0,0,1,0,0.000868082651808002
Excellent choice for visiting Tromso,Nothing to mention,Comfortable. Quiet. Central location.,9.0,March 2022,9 April 2022,Standard Room with Sea View,1,Group,8.3,0,0,0,0,0,0,0,0,1,0,0.000868082651808002
Superb,,Great location,9.0,December 2021,3 January 2022,Small Room,3,Family,8.3,0,0,0,0,0,0,0,0,1,0,0.000868082651808002
Comfortable room but hard to sleep because of deafening music from a rock concert nearby,There was a 4 day rock concert that ran into the night.  It was hard to sleep.    I wish we had been warned in advance so we could have made alternate arrangements.  Alternately we could been given a partial refund,Convenient to the cruise terminal,9.0,August 2023,27 August 2023,Standard Room with Sea View,2,Couple,8.3,0,0,0,0,0,0,0,0,1,0,0.000868082651808002
"nice place to stay for holiday, good location and nice scenery",,the property there is well arranged and convenient for staying,9.0,November 2022,11 December 2022,Small Room,2,Solo traveller,8.3,0,0,0,0,0,0,0,0,1,0,0.000868082651808002
Superb,,The location is close to the centre of town and everything is walkable. It is also the start point for a lot of tours. The property was well maintained and has a comfortable (and warm) seating area in reception.,9.0,January 2024,23 January 2024,Superior Room with Sea View,4,Group,8.3,0,0,0,0,0,0,0,0,1,0,0.000868082651808002
Very good,,the location,8.0,January 2024,4 January 2024,Small Room,5,Family,8.3,0,0,0,0,0,0,0,0,1,0,0.000868082651808002
Good stop if you are visiting Tromsø,"All good, nothing to flag on the negative",Good location and very functional. Nice the sauna,9.0,June 2024,25 June 2024,Standard Room,2,Couple,8.3,0,0,0,0,0,0,0,0,1,0,0.000868082651808002
No lights but the hotel was divine,not cheap :S,incredible views across the harbour from the sauna,8.0,December 2023,19 February 2024,Superior Room,3,Group,8.3,0,0,0,0,0,0,0,0,1,0,0.000868082651808002
Good,Big and impersonal,Convenient and practical. Also the meeting point for most excursions,7.0,February 2022,27 March 2022,Standard Room,1,Couple,8.3,0,0,0,0,0,0,0,0,1,0,0.000868082651808002
Ok,"Better communication regarding cruise liner, nothing to say one was going to rock up right outside our window","Asked for a mountain and sea view which we paid a premium for, after 1 day there was a massive cruise liner right outside our window blocking our view. Complained to reception and they couldn’t care less, not their problem apparently but quick enough to take my money",7.0,March 2023,10 April 2023,Premium Room with Sea and Mountain View,2,Couple,8.3,0,0,0,0,0,0,0,0,1,0,0.000868082651808002
"Great location, helpful staff, good view.",Nothing.,"Very centrally located, good view of water front.",9.0,April 2024,3 April 2024,Superior Room with Sea View,4,Family,8.3,0,0,0,0,0,0,0,0,1,0,0.000868082651808002
Superb,,great location for exploring tromso,9.0,November 2022,8 November 2022,Standard Room with Sea View,2,Couple,8.3,0,0,0,0,0,0,0,0,1,0,0.000868082651808002
Good,N.A,Location of the hotel is best.,7.0,March 2023,28 March 2023,Small Room,1,Couple,8.3,0,0,0,0,0,0,0,0,1,0,0.000868082651808002
Very good,,"Comfortable, good location",8.0,February 2024,17 February 2024,Small Room,4,Couple,8.3,0,0,0,0,0,0,0,0,1,0,0.000868082651808002
Superb,,Location,9.0,December 2023,14 February 2024,Standard Room with Sea View,2,Family,8.3,0,0,0,0,0,0,0,0,1,0,0.000868082651808002
Superb,,Excellent location,9.0,December 2021,5 December 2021,Standard Room,5,Family,8.3,0,0,0,0,0,0,0,0,1,0,0.000868082651808002
Superb,,Central and great view,9.0,March 2024,6 March 2024,Standard Room with Sea View,1,Couple,8.3,0,0,0,0,0,0,0,0,1,0,0.000868082651808002
Best place to stay in Tromso for an activity filled holiday.,,Especially loved the sauna in the hotel. All pickups for activities originated at the hotel which was super convenient.,9.0,March 2023,1 April 2023,Small Room,4,Couple,8.3,0,0,0,0,0,0,0,0,1,0,0.000868082651808002
Helpfull and friendly staff we coul leave our luggagevin the luggage store ona day more,Expensive,"The location, really in the citycenter",8.0,March 2024,21 March 2024,Standard Room with Sea View,1,Family,8.3,0,0,0,0,0,0,0,0,1,0,0.000868082651808002
Superb,,Excellent base for access to all tourist attractions,9.0,December 2021,31 December 2021,Standard Room,13,Family,8.3,0,0,0,0,0,0,0,0,1,0,0.000868082651808002
nothing excite me,check in is slow and not worth the money,convenient,7.0,December 2022,22 January 2023,Standard Room,2,Couple,8.3,0,0,0,0,0,0,0,0,1,0,0.000868082651808002
"Desapointed experience, glad we tried one night before a long stay","Air con does not work. Too warm all night.
Toilet flush never stop and have to be pushed again.
Hook falling on its own in the entrance.

The expected sea view is okay if you go to the window and turn the head to see it. There are room windows in front of the window.

No where to hook clothes in the bathroom. Towels hooks exist but the towel lay on the wet floor. After shower the floor is very wet and will be dried only in the morning: you ll have your feet wet if you go for a wee during the night...","Location. View from elevator.
The staff is nice
Quiet",6.0,August 2022,26 August 2022,Standard Room with Sea View,1,Family,8.3,0,1,1,1,1,0,0,0,1,1,0.0008658673099013676
left feeling disappointed and inconvenienced,"Although the property was not full we were put in a room that was directly between two cleaning cupboards, we were woken after a tiring day, at 7.00am with cleaning staff bumping trolleys, talking and laughing, I did speak to the manager the next morning who moved us to a different room but she took no consideration of our unnecessary inconvenience and lost time re-packing and moving to the new room, this was despite me pointing it out to her… very disappointing",Location was brilliant,5.0,June 2023,19 June 2023,Standard Room,3,Couple,8.3,0,1,0,0,0,1,0,0,1,0,0.0008641032431606813
Passable,First of all they forgot to clean my room on 21st. Service were not good as expected . I was expecting like in Oslo. I myself worked in HOTEL SCANDINAVIA MANY YEARS.  I CAN FEEL THE DIFFERENCE. I think I should get rebate  for 21st. Night. You can look into this matter. Thanks.,I like the location.,5.0,August 2021,25 August 2021,Superior Room with Sea View,3,Group,8.3,0,1,0,0,0,1,0,0,1,0,0.0008641032431606813
the location is perfect but the service is very bad and Not clean specially Now with Corona pandemic No real perception,"the cleanes  of the Room .
the room was dirty and never cleaned probably .The receptionists is Not helpful.",location is perfect,3.0,December 2021,3 December 2021,Small Room,3,Couple,8.3,0,1,0,0,0,1,0,0,1,0,0.0008641032431606813
Disappointing,"- The staff was not so friendly
- The cups we used were not cleaned and a handcleam the previous customer used was not changed",- Good location,4.0,July 2023,5 August 2023,Standard Room with Sea View,3,Couple,8.3,0,1,0,0,0,1,0,0,1,0,0.0008641032431606813
Poor,"Spent as Long as 30 min in que to check in.
The room was ordered at Booking.com. I thought IT should have a doble bed. IT had not.
The room was very small.
There where a lot of noice from, what I think was a backstair for the Staff during the night. The noice seemed to travel through the air ventilation system.
There where loose footlists in the room which laid on the floor.",The location.,3.0,May 2022,12 May 2022,Small Room,3,Solo traveller,8.3,0,1,0,0,0,1,0,0,1,0,0.0008641032431606813
Racist Staff Against Asians,Racist staff against Asian customer. Deliberately sent me to corner room twice even after I clearly said I don’t want a corner room. Always ignored my requests (for slippers and for maintenance of the broken showerhead). Floor in the room is dirty with cookies left.,location.,4.0,January 2023,14 January 2023,Small Room,6,Solo traveller,8.3,0,1,0,0,0,1,0,0,1,0,0.0008641032431606813
Not worth the money.,"Staff were unhelpful. When I called reception it rang for a long time and then someone answered and said ‘I’m busy, call back later’ and hung up. 

Also the rooms were cold and when I tried to turn up the heating, the temperature didn’t change.",Good location.,3.0,November 2023,30 November 2023,Small Room,1,Solo traveller,8.3,0,1,0,0,0,1,0,0,1,0,0.0008641032431606813
Regrettable!,"Inaccurate and misleading information from the reception.
Very inconsiderate property and unresponsive staff to guest's needs.

Dirty bed linen. I paid for a double room and was given a single room with an extremely tiny bed.",Nothing much except an elevated view of the city.,1.0,January 2022,7 January 2022,Small Room,2,Solo traveller,8.3,0,1,0,0,0,1,0,0,1,0,0.0008641032431606813
Pleasant,"I left some items in the room by accident but I called within one hour of checking out. as I was returning 4 days later I requested these items be kept for me and I was guaranteed they would be. on our return I discussed this twice with the staff on reception and they did not know anything about this therefore I did not get my items. my fault I left them but I was guaranteed by staff I would get them on my return, but they failed to deliver. 
Rooms were very small.",good location,6.0,December 2021,10 January 2022,Standard Room,3,Couple,8.3,0,1,0,0,0,1,0,0,1,0,0.0008641032431606813
had not a great check in experience. staff were cold. washroom in the room had weird smell. there were few other teethin,staff were unfriendly and cold. cleannesses could be better,location was quite nice,5.0,July 2022,31 July 2022,Junior Suite,3,Family,8.3,0,1,0,0,0,1,0,0,1,0,0.0008641032431606813
overall I had a pleasant stay at the Radisson Blu. I didn’t get a chance to use the facilities as I had bookings for tri,"cleaning service was always a quick one just to get the job done, there was no vacuuming or wiping of surfaces in the room","Location, overall ambience, very warm, the view, we had a free upgrade",9.0,February 2023,11 February 2023,Small Room,6,Group,8.3,0,1,0,0,0,1,0,0,1,0,0.0008641032431606812
Superb,"Breakfast: Both coffee machines were broken and customers had to queue to have their cappuccinos and espressos. I have started to be surprised if those machines work properly, so often I have seen this in different hotels. The quality of coffee service matters.","The best possible location. Easy access to the public transportation. I had a big terrace with a sea view. The room was silent, spacious and super clean.",9.0,May 2023,1 June 2023,Standard Room with Sea View,3,Solo traveller,8.3,1,0,1,0,0,1,0,1,1,0,0.0008601412753951929
Great view and location. Secure wifi and a bar would make it amazing!,"Shower over the bath very dangerous even with hand rails. 

A restaurant or bar in house would be nice the pub was a bit ordinary and entrance via smoking area is awful! 

Also why was it so hard to get milk? Creamer is not milk and is disgusting in tea... people who drink tea want milk. 

Unsecured wifi is also an issue given we all know about Russian hackers and our data. This is a n easy one to fix.",I loved the view and the big towels and the quiet.,8.0,December 2022,1 December 2022,Standard Room with Sea View,5,Solo traveller,8.3,0,1,0,1,0,0,0,1,1,0,0.0008513319071107523
A good holiday location and get away suitable for every pocket and budget.,"Lunch was not offered by the hotel, only breakfast. There was also no dinner. The payment for the trip to view the Northern lights initially had a hiccup with the payments and payment methods, but that was later resolved.",Breakfast was excellent. The best of it's kind in the area I reckon. Location was best giving a view of the sea/Lake and a 25 minute drive to a location where we could view the Northern Lights popularly know as the Aurora Borealis,8.0,October 2023,14 October 2023,Standard Room,3,Solo traveller,8.3,0,0,0,0,0,0,1,1,1,1,0.0008503462145281856
Bad,"Double charged for accommodation, staff avoiding answering emails. Dust on the surfaces, cleaned very poorly. Really cold in the room. Too little selection of food.",Location.,1.0,October 2021,18 October 2021,Superior Room,2,Family,8.3,0,1,0,0,0,1,0,1,1,0,0.0008443674951723429
it was just ordinary,"no room service ,only gave water the first day of arrival , no one to help with the bags",location,5.0,December 2022,9 December 2022,Premium Room with Sea and Mountain View,3,Family,8.3,0,1,0,0,0,1,0,1,1,0,0.0008443674951723429
Passable,"No room service was available had to order pizza from a local place. Asked for shower gel and they told me to come down to get it, they wouldn't bring it to my room",Great location,5.0,November 2023,12 January 2024,Standard Room,3,Solo traveller,8.3,0,1,0,0,0,1,0,1,1,0,0.0008443674951723429
